"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","M_MORTDUE","M_VALUE","M_YOJ","M_DEROG","M_DELINQ","M_CLAGE","M_NINQ","M_CLNO","M_DEBTINC"
0,10000,114643,130127,"DebtCon","Self",5,0,1,160.667893098875,0,19,33.9200443933811,0,0,0,0,0,0,0,0,0
0,10800,83441,92148,"DebtCon","Mgr",5,0,0,119.14584403885,1,26,40.9786353218177,0,0,0,0,0,0,0,0,0
0,3800,11543,46045,"HomeImp","Self",5,0,0,204.64799167056,0,11,42.1731658823291,0,0,1,0,0,0,0,0,0
0,25500,44562,79481,"DebtCon","Other",10,0,0,126.277808170385,1,19,40.2507380272358,0,0,0,0,0,0,0,0,0
0,24400,237543,261393,"HomeImp","Self",3,1,0,254.517448026302,2,50,37.9065856695066,0,0,0,0,0,0,0,0,0
0,10600,136820,201820,"DebtCon","ProfExe",2,0,0,68.353056055623,1,22,38.0722098996175,0,0,0,0,0,0,0,0,0
0,37500,127000,190900,"DebtCon","Mgr",3,1,0,181.633333333333,0,25,39.6869591053887,0,0,1,0,0,0,0,0,1
1,10400,42714,72322,"DebtCon","Other",12,0,0,105.074801591052,6,15,41.2623534722311,0,0,0,0,0,0,0,0,0
1,10800,35602,73077,"DebtCon","Self",14,0,1,179.896559981843,1,20,53.5848830078379,0,0,1,0,0,0,0,0,0
0,19300,33970,102792,"HomeImp","Other",6,0,0,145.020245255532,0,14,31.8742174692518,0,0,0,0,0,0,0,0,0
1,12500,55000,75393,"DebtCon","Other",0.75,0,1,113.033333333333,1,16,38.1490592313926,0,0,0,0,0,0,0,0,1
0,18000,23000,46000,"DebtCon","Other",0.2,2,1,312.533333333333,1,25,25.8308832264556,0,0,0,1,1,0,1,0,1
0,28200,118728,160486,"DebtCon","ProfExe",7,0,0,112.520817923612,2,26,34.5373422913008,0,0,0,0,0,0,0,0,0
1,23000,47000,78000,"DebtCon","Other",17.8,2,1,100.466666666667,0,28,43.2077597896651,0,0,0,0,0,0,0,0,1
0,10000,127319,194992,"HomeImp","Office",1,0,1,337.689971703702,0,16,41.4475059476111,0,0,0,0,0,0,0,0,0
1,4000,45000,58350,"HomeImp","Mgr",3.5,0,0,162,3,16,36.681652145759,0,0,0,0,0,0,0,0,1
0,5800,75000,90543,"DebtCon","Mgr",18,0,0,300.487205799581,1,23,38.9405753556688,0,0,0,0,0,0,0,0,0
0,15300,82439,99896,"DebtCon","ProfExe",1,0,0,281.200329074524,1,21,39.4088714034338,0,0,0,0,0,0,0,0,0
1,15700,149305,211558,"DebtCon","ProfExe",25,0,2,382.858835922671,0,71,38.2283447538681,0,1,0,0,0,0,0,0,0
0,20000,13316,50150,"DebtCon","Other",26,0,2,214.033333333333,0,25,39.318772260737,0,0,0,0,0,0,0,0,1
1,10900,49352,56529,"DebtCon","Other",7,0,1,78.8336176254506,2,23,36.1749552357546,0,0,0,0,0,0,0,0,0
0,18000,74162,89823,"DebtCon","Other",0,2,1,121.761465834554,1,26,34.0252075070912,0,0,0,0,0,0,0,0,0
1,2000,20627,29800,"HomeImp","Office",11,0,1,122.533333333333,1,9,38.9486046699568,0,0,0,0,0,0,0,0,1
0,18100,73356,86885,"DebtCon","Other",10,0,0,73.746710532869,3,12,31.5710188885084,0,0,0,0,0,0,0,0,0
0,15100,68043,80686,"DebtCon","Office",4,0,0,119.672490855732,1,20,21.4182274559272,0,0,0,0,0,0,0,0,0
0,22000,88898,121357,"HomeImp","Mgr",12,0,0,115.832213204672,2,24,31.1089608589043,0,0,0,0,0,0,0,0,0
0,18500,26389,85552,"DebtCon","ProfExe",7,0,0,152.040658849016,1,21,27.3562080771971,0,0,0,0,0,0,0,0,0
0,18000,65836,100292,"HomeImp","ProfExe",22,0,0,237.101631936279,0,24,36.3381967104777,0,0,0,0,0,0,0,0,0
0,15800,25344,79736,"HomeImp","Other",7,0,0,249.983767796788,0,50,42.4355626656514,0,0,1,0,0,0,0,0,0
1,23200,14511,81579,"DebtCon","Other",7,0,3,272.938299003882,0,23,47.1205804928488,0,0,0,0,0,0,0,0,0
0,20800,58440,99244,"DebtCon","Office",1,0,4,174.958577240629,0,46,37.4885456866298,0,0,0,0,0,0,0,0,0
0,31800,37100,74796,"DebtCon","Other",10,0,0,109.77658255807,0,23,33.6888661612938,0,0,0,1,1,0,1,0,0
0,12000,79844,98139,"HomeImp","ProfExe",8,0,0,156.954758273423,0,34,31.7001243224834,0,0,0,0,0,0,0,0,0
1,19600,109500,136000,"DebtCon","ProfExe",12,2,0,183.966666666667,3,32,36.0679634399097,0,0,0,0,0,0,0,0,1
0,12000,42482,67800,"DebtCon","ProfExe",19,0,0,199.9,0,16,37.7746815587276,0,0,0,0,0,0,0,0,1
0,36800,35077,53120,"DebtCon","Other",5,0,0,259.733333333333,6,0,34.9850125610759,0,0,1,0,0,1,0,0,0
1,13000,47000,60000,"HomeImp","Self",1,0,0,108.275423180167,3,12,40.2515100274568,0,0,0,0,0,1,0,0,1
0,27300,37636,73328,"DebtCon","Mgr",12,0,0,80.7926937592509,6,16,34.2682280138918,0,0,0,0,0,0,0,0,0
0,17500,100642,138550,"DebtCon","Office",3,0,0,115.075947605606,3,16,32.1763802631136,0,0,0,1,1,0,0,0,0
0,6200,73881,98550,"HomeImp","Other",0,0,1,182.878779801537,0,31,37.1994456904938,0,0,0,0,0,0,0,0,0
0,16300,84480,101243,"DebtCon","Office",30,0,0,337.342304080026,2,49,35.4128703512358,0,0,0,1,0,0,0,0,0
0,25300,62540,101165,"DebtCon","ProfExe",0,0,0,195.451331242389,0,25,35.2008645046553,0,0,0,0,0,0,0,0,0
0,5800,26976,36385,"HomeImp","Other",2,0,0,266.553394384046,1,25,43.3097645408193,1,0,0,0,0,0,0,0,0
0,18300,63351,87645,"DebtCon","Other",1,0,0,324.614647002938,3,15,43.9023025501064,0,0,0,0,0,0,0,0,0
1,9000,84532,104000,"DebtCon","ProfExe",3,0,0,50.6666666666667,1,3,41.3366964820943,0,0,0,0,0,0,0,0,1
0,18500,102472,115719,"DebtCon","ProfExe",0,0,0,120.090264563565,0,30,34.2434409634366,0,0,0,0,0,0,0,0,0
0,15200,44414,60098,"DebtCon","NotProvided",4,1,0,105.749641981008,2,9,27.3752694081726,0,0,0,0,0,0,0,0,0
0,29400,109457,145453,"DebtCon","Other",15,0,0,222.858710986759,1,40,40.6974184571148,0,0,0,0,0,0,0,0,0
1,15400,63456,96794,"DebtCon","ProfExe",3,0,0,85.5293624711717,0,28,37.3626450003882,0,0,0,0,0,0,0,0,0
1,23700,43712,75191,"DebtCon","Office",6,0,0,50.7175348332131,2,18,37.1032512498476,0,0,0,0,0,0,0,0,0
0,6400,99131,125652,"HomeImp","Other",8,0,0,419.375153802264,1,50,42.2449275729595,0,0,0,1,1,0,0,0,0
0,5000,44674,59375,"HomeImp","Office",10,0,1,178.692508696335,0,19,26.4481974630236,0,0,0,1,1,0,1,0,0
0,38100,204071,270794,"DebtCon","ProfExe",3,0,0,230.398576464208,0,32,31.3697393878548,0,0,0,0,0,0,0,0,0
0,16000,56295,77146,"DebtCon","Office",0,0,0,190.396406862843,0,24,31.7370342910043,0,0,0,0,0,0,0,0,0
0,21800,41582,71574,"DebtCon","Other",25,0,0,308.737053138144,2,32,34.3693675614611,0,0,0,0,0,0,0,0,0
0,21400,143151,185014,"HomeImp","Mgr",7,0,0,314.984286929418,0,17,43.1030016298001,0,0,0,0,0,0,0,0,0
0,18000,88509,112933,"DebtCon","ProfExe",4,0,0,150.802369350382,1,21,23.2009412141987,0,0,0,0,0,0,0,0,0
1,7300,58671,87975,"HomeImp","Mgr",3,0,0,74.0666666666667,1,16,42.8291458210112,0,0,0,0,0,0,0,0,1
1,9000,43881,56000,"DebtCon","Other",5,0,3,73.0333333333333,3,28,40.7999214082351,0,0,0,0,0,0,0,0,1
0,5100,66834,87361,"HomeImp","Other",0,2,0,290.034107994353,0,6,38.7669850708065,0,0,0,0,0,0,0,0,0
0,28900,102108,147463,"DebtCon","Mgr",19,0,0,205.865894897163,0,13,41.6542113165158,0,0,0,0,0,0,0,0,0
1,3600,41900,52490,"HomeImp","Mgr",3,0,0,72.0333333333333,2,4,37.065758883993,0,0,0,0,0,0,0,0,1
0,14100,59402,91057,"DebtCon","ProfExe",8,0,0,194.634617286359,0,20,22.023264647924,0,0,0,0,0,0,0,0,0
0,15000,46867,67529,"DebtCon","Other",7,0,0,133.78758094534,3,48,31.4864608312195,0,0,0,0,0,0,0,0,0
0,12400,132894,198168,"HomeImp","Office",0,0,1,355.163911302702,0,16,40.540295366184,0,0,0,0,0,0,0,0,0
0,20200,51449,69060,"DebtCon","Office",2,0,0,216.218080980116,0,12,33.3335820165386,0,0,0,0,0,0,0,0,0
0,15700,122646,204282,"DebtCon","Other",2,0,0,201.923707815214,0,17,26.3183136598572,0,0,0,0,0,0,0,0,0
0,28100,100420,207737,"DebtCon","Other",22,0,0,197.198121845664,0,19,26.3725487240742,0,0,0,0,0,0,0,0,0
0,21800,48162,70361,"DebtCon","Office",2,0,0,227.986279110862,0,12,36.0618163982927,0,0,0,0,0,0,0,0,0
1,13000,137618,159000,"DebtCon","ProfExe",9,2,6,106.533333333333,6,37,35.1067196353137,0,0,0,0,0,0,0,0,1
1,15000,71269,97500,"DebtCon","Other",9,0,0,118.166666666667,1,19,41.4410520182275,0,0,0,0,0,0,0,0,1
0,7500,72097,69408,"HomeImp","Sales",4,1,0,155.391962226576,1,23,41.6009833636233,0,0,0,0,0,0,0,0,0
1,27400,23939,56874,"DebtCon","Office",3,0,1,197.8,0,11,35.2718670322848,0,0,0,0,0,0,0,0,1
0,14300,19111,49794,"HomeImp","Office",23,0,0,262.306740290352,0,19,30.9336783932679,0,0,0,0,0,0,0,0,0
0,12200,86775,111572,"DebtCon","ProfExe",0,1,1,138.610080494736,1,33,34.3518083559125,0,0,0,0,0,0,0,0,0
0,12500,57294,66615,"DebtCon","Other",3,0,1,321.387586752236,0,9,31.3808990932586,0,0,0,0,0,0,0,0,0
0,21300,133942,282972,"HomeImp","Mgr",3,0,0,197.148190530101,0,15,30.5454006673514,0,0,0,0,0,0,0,0,0
0,23500,133197,168990,"DebtCon","Other",8,1,0,214.284599381021,0,19,36.6426290394425,0,0,0,0,0,0,0,0,0
1,15000,49200,72900,"DebtCon","Other",10,0,0,174.033299612207,1,16,38.2636007309303,0,0,0,0,0,0,0,0,1
0,4500,55505,77182,"NotProvided","NotProvided",13,0,0,84.728267957733,0,19,25.2272529043105,1,0,1,1,1,1,1,1,0
0,25300,56393,86612,"DebtCon","Mgr",6,0,0,258.147368664983,1,25,33.1938755336143,0,0,0,0,0,0,0,0,0
0,11100,56999,67427,"HomeImp","Other",8,0,0,139.513915006184,0,16,35.8924361023039,0,0,0,0,0,0,0,0,0
0,17400,97072,155146,"DebtCon","Mgr",0,0,0,204.165616289781,0,19,40.5079647738663,0,0,0,0,0,0,0,0,0
1,2300,28192,40150,"HomeImp","Other",4.5,0,0,54.6,1,16,35.0860705511766,0,0,0,0,0,0,0,0,1
0,5000,72517,86250,"DebtCon","Mgr",19,0,1,300.366666666667,1,24,37.1801813088964,0,0,0,0,0,0,0,0,1
0,7400,73985,114849,"DebtCon","Office",0,0,0,238.586303433039,1,38,18.4213698552742,0,0,0,0,0,0,0,0,0
0,12600,84933,110253,"DebtCon","ProfExe",8,0,0,192.422606259723,1,37,40.8450777912722,0,0,0,0,0,0,0,0,0
0,33500,240157,42013,"DebtCon","Mgr",3,0,2,201.612298844091,2,50,41.6447942581283,0,0,0,0,0,0,0,0,0
0,15300,109767,117552,"DebtCon","ProfExe",0,0,0,125.942592299785,0,30,37.6893930396435,0,0,0,0,0,0,0,0,0
0,27500,69579,117799,"DebtCon","Other",5,0,0,84.3731244983029,2,32,38.8621208070135,0,0,0,0,0,0,0,0,0
0,16600,57094,94944,"NotProvided","ProfExe",9,0,0,211.066666666667,0,15,24.0230482368977,0,0,0,0,0,1,0,0,0
0,22500,57762,95790,"DebtCon","Office",3,0,0,151.715065820167,1,21,34.8635960792953,0,0,0,0,0,0,0,0,0
0,18700,87958,114696,"DebtCon","Other",20,0,0,301.912294899713,0,17,24.415219691631,0,0,0,0,0,0,0,0,0
1,15000,62100,40000,"DebtCon","ProfExe",1,0,0,111.6,2,13,31.8406351000958,0,0,0,0,0,0,0,0,1
0,22600,61503,101786,"HomeImp","ProfExe",17,0,0,622.355767736898,1,24,21.686668612215,0,0,0,0,0,0,0,0,0
0,19100,73217,93033,"DebtCon","Other",1,2,1,113.69456607198,2,26,36.3841638153625,0,0,0,0,0,0,0,0,0
1,5000,28000,36810,"DebtCon","Other",2,1,0,222.2,1,6,37.5881995420848,0,0,0,0,0,0,0,0,1
0,12100,56335,86648,"HomeImp","Other",17,0,0,206.247094658298,0,17,35.127874350747,0,0,0,0,0,0,0,0,0
0,16200,70703,87682,"DebtCon","Other",10,0,0,87.2113285564575,3,10,31.3792688369654,0,0,0,0,0,0,0,0,0
0,23300,82472,110321,"DebtCon","Other",14,0,0,174.239980640131,2,25,37.9128724725232,0,0,1,0,0,0,0,0,0
0,12900,89492,110007,"HomeImp","ProfExe",10,0,2,169.191984310699,0,28,32.8200372690195,0,0,0,0,0,0,0,0,0
0,25100,28244,48375,"DebtCon","Other",28,0,0,303.095084489326,0,13,31.6888182516391,0,0,0,0,0,0,1,0,0
0,7400,75311,89905,"DebtCon","ProfExe",0,0,2,177.247779983801,0,26,27.2019996122466,0,0,0,1,1,1,1,1,0
0,26500,29751,57501,"NotProvided","Office",1,0,0,114.35918900766,2,7,37.0754718648388,0,0,0,0,0,0,0,0,0
0,12000,29600,61250,"DebtCon","ProfExe",7.5,0,0,264.8,1,16,26.9855812225656,0,0,0,0,0,0,0,0,1
0,11600,96882,118914,"DebtCon","ProfExe",13,0,0,176.221910923504,2,17,34.7577401989502,0,0,0,0,0,0,0,0,0
0,11500,36948,64037,"HomeImp","Other",9,0,0,354.174580757823,0,7,34.3557392379063,1,0,1,0,0,0,0,0,0
0,9300,20566,44108,"HomeImp","Other",9,0,0,290.81807398534,1,12,29.7435999641165,1,0,1,1,1,0,1,0,0
0,18700,63990,94035,"NotProvided","ProfExe",9,0,0,265.227060903904,0,14,25.7833565909478,0,0,0,0,0,1,0,0,0
1,27400,113364,146520,"HomeImp","Office",16,1,1,284.36801790063,2,13,34.6276594020509,0,0,0,0,0,0,0,0,0
1,7400,71576,89068,"DebtCon","Sales",0,0,0,94.7822306942958,0,17,42.8034219945843,0,0,0,0,0,0,0,0,0
0,15300,83039,99630,"DebtCon","ProfExe",8,1,2,354.460299429672,0,42,38.2659510132605,0,0,0,0,0,0,1,0,0
0,14200,46320,62044,"DebtCon","Other",6,0,0,106.983895512485,2,49,29.0579084167294,0,0,0,0,0,0,0,0,0
0,31800,70680,114720,"HomeImp","Other",5,1,0,115.850249147005,11,20,43.0694235597036,0,0,0,1,1,0,0,0,0
0,11000,14046,34777,"DebtCon","Other",5,0,0,256.634152005184,0,11,22.447943314583,0,0,0,0,0,0,0,0,0
0,27800,19600,50594,"DebtCon","Other",24,0,0,137.23404426914,1,10,24.5223746445227,0,0,0,0,0,0,0,0,0
0,2500,71408,78600,"HomeImp","ProfExe",8,0,0,255.733333333333,0,12,41.902054191554,0,0,0,0,0,0,0,0,1
1,4100,13600,19132,"HomeImp","Other",0,0,0,100.774652207425,0,19,33.8409199038245,1,0,0,0,0,0,0,0,0
0,30500,113822,148478,"DebtCon","ProfExe",10,0,0,165.788278353801,0,16,31.1632070053523,0,0,0,0,0,0,0,0,0
0,12200,110088,137794,"DebtCon","ProfExe",3,0,0,251.151891848865,1,46,33.517117221722,0,0,0,0,0,0,0,0,0
0,15300,79541,94973,"DebtCon","Other",5,2,0,76.2075921002741,0,20,22.9025066214346,0,0,0,0,0,0,0,0,0
1,16300,31800,63000,"DebtCon","Other",12,1,5,124.9,1,14,38.8154384007749,0,0,0,0,0,0,0,0,1
1,25000,47032,75957,"DebtCon","Other",9,0,7,259.46652785109,3,22,40.7879757488184,0,0,0,0,0,0,0,0,0
1,6300,59793,98314,"DebtCon","Self",2.2,0,0,120.733333333333,0,8,42.0779883760856,0,0,0,0,0,0,0,0,1
0,14900,36120,57095,"DebtCon","ProfExe",4,0,0,239.02367545474,1,35,38.1716235273199,0,0,0,0,0,0,0,0,0
0,14700,106417,123580,"HomeImp","ProfExe",9,0,0,166.4960652892,3,31,29.3167100610196,0,0,0,0,0,0,0,0,0
0,9900,47367,114837,"DebtCon","ProfExe",4,0,0,210.435533624098,0,10,25.0421085352228,0,0,0,0,0,0,0,0,0
0,18100,18611,171194,"HomeImp","Self",5,0,0,313.037945323979,0,26,27.1991540117232,0,0,0,0,0,0,0,0,0
1,42000,65889,125000,"HomeImp","Other",10,0,0,102.5,1,13,41.4410520182275,0,0,0,0,0,0,0,0,1
1,16300,49868,76131,"DebtCon","Other",9,0,0,81.2741557970428,2,9,40.3725565411023,0,0,0,0,0,0,0,0,0
0,17000,31772,60289,"HomeImp","ProfExe",6,0,0,189.236983651007,0,13,31.1257465323134,0,0,0,0,0,0,0,0,0
0,22700,24658,57156,"DebtCon","Other",24,0,0,289.545672643523,0,19,40.1629445378217,1,0,1,0,0,0,0,0,0
0,10600,80386,106526,"HomeImp","ProfExe",1,0,0,64.0667355377696,1,19,34.104697064401,0,0,0,0,0,0,0,0,0
0,58100,42615,70584,"DebtCon","Other",4,0,0,102.299116912087,0,20,28.5257689358321,0,0,0,0,0,0,0,0,0
0,15300,65298,94301,"DebtCon","Office",1,0,0,150.499867907338,4,19,31.3576421396796,0,0,0,0,0,0,0,0,0
0,24200,63229,89394,"DebtCon","Other",15,0,0,84.6687915489259,0,16,35.6048867060826,0,0,0,0,0,0,0,0,0
0,12500,93538,118369,"DebtCon","ProfExe",0,0,1,132.823711788239,0,33,34.8338648062357,0,0,0,0,0,0,0,0,0
0,21200,84117,118884,"DebtCon","Other",9,0,0,302.206900485207,2,16,36.1905242641133,0,0,0,0,0,0,0,0,0
0,21900,148955,118862,"NotProvided","ProfExe",6,0,0,93.9258820604589,3,34,30.3221146246056,0,0,0,0,0,0,0,0,0
0,18700,110292,132953,"DebtCon","ProfExe",7,0,0,105.424887597856,0,14,30.5527523207072,0,0,0,0,0,0,0,0,0
0,16100,47198,79384,"DebtCon","Other",1,0,1,297.482504601895,1,9,36.7361136665503,0,0,0,1,0,0,0,0,0
0,41500,97536,158739,"DebtCon","Other",13,0,1,212.774434548687,3,31,42.3019072361718,0,0,0,1,0,0,0,0,0
0,14400,100487,118911,"DebtCon","Other",11,0,0,179.341027021175,0,27,35.8528637112551,0,0,0,0,0,0,0,0,0
1,6000,22859,32200,"DebtCon","Other",4,0,0,83.3333333333333,3,20,36.9257364142946,0,0,0,0,0,0,0,0,1
0,12900,88304,122178,"DebtCon","Office",10,0,0,223.45485480522,0,12,41.4299588740989,0,0,0,0,0,0,0,0,0
1,15100,18760,60831,"NotProvided","NotProvided",0,0,0,320.633333333333,0,0,25.0421085352228,1,1,0,0,0,1,0,0,1
0,22100,132417,170643,"DebtCon","ProfExe",4,0,0,180.036876763567,0,37,21.2360904562874,0,0,0,0,0,0,0,0,0
1,14000,25597,85505,"HomeImp","Other",17,0,7,184.613190911819,0,12,18.1942804212748,1,1,0,0,0,0,0,0,0
0,12500,37562,57081,"HomeImp","Other",22,0,1,129.48684395099,0,23,39.0830024422626,0,0,0,0,0,0,0,0,0
0,26300,56877,51055,"DebtCon","Other",0,0,0,70.2533945925525,1,14,28.2074357428576,1,0,1,1,1,0,1,0,0
0,10800,78898,86567,"DebtCon","ProfExe",9,0,0,179.830828780163,0,12,40.2919519832926,0,0,0,0,0,0,0,0,0
0,28700,67951,106093,"DebtCon","ProfExe",11,0,0,263.743922256132,0,32,40.2122348306432,0,0,0,0,0,0,0,0,0
1,10000,42321,53800,"DebtCon","Other",4,0,0,275.9,0,19,33.1939493573243,0,0,0,0,0,0,0,0,1
1,9800,36500,54000,"HomeImp","Other",17,0,1,105.666666666667,5,19,32.9088238640729,0,0,0,0,0,0,0,0,1
0,14400,64500,83000,"DebtCon","Other",10,0,0,83.2,3,11,36.251385732345,0,0,0,0,0,0,0,0,1
0,27000,35799,61844,"DebtCon","Other",26,0,0,133.099736930537,0,8,22.7186526201193,1,0,0,0,0,0,0,0,0
0,60000,38944,69961,"DebtCon","Other",2,0,0,96.6939288820097,0,20,28.3855010178804,0,0,0,0,0,0,0,0,0
0,19700,70709,97394,"DebtCon","Mgr",0,0,0,94.8604663827618,0,17,25.5567076362188,0,0,0,0,0,0,0,0,0
0,5900,82912,91175,"DebtCon","ProfExe",2,0,0,248.583408656474,1,18,27.5952735229373,0,0,0,1,1,1,1,1,0
0,9800,79405,111563,"DebtCon","Office",0,0,0,240.942993627605,1,38,19.3328100288626,0,0,0,0,0,0,0,0,0
0,13100,44817,59544,"DebtCon","Other",9,0,0,71.4617047486732,0,15,41.6098132366919,0,0,1,0,0,0,0,0,0
0,16100,94089,159427,"HomeImp","ProfExe",6,0,0,101.960460073882,0,16,35.9949795288942,0,0,0,0,0,0,0,0,0
0,21000,101678,144063,"HomeImp","ProfExe",9,0,0,167.718393542459,0,22,32.2049262219038,0,0,0,0,0,0,0,0,0
0,11300,64437,79857,"DebtCon","Office",5,0,0,88.7891559667416,2,14,27.8992678892842,0,0,0,0,0,0,0,0,0
1,9000,32539,65440,"HomeImp","Office",5,0,0,110.056731408064,1,4,42.3689443285432,0,0,0,1,1,1,1,1,0
0,50400,53024,65024,"DebtCon","Office",12,0,0,103.185761689127,1,25,40.8678697316339,0,0,0,0,0,0,0,0,0
0,13700,77824,94840,"DebtCon","Other",6,0,0,195.04218544484,3,19,43.3353467133526,0,0,0,0,0,0,0,0,0
0,27700,25947,49836,"DebtCon","Other",24,0,0,120.025852058487,0,10,23.8101733618091,0,0,0,0,0,0,0,0,0
0,27100,20479,46735,"DebtCon","Other",24,0,0,103.816289730012,0,10,24.2586772213591,0,0,0,0,0,0,0,0,0
0,13300,66502,78138,"DebtCon","Other",4,0,0,178.112106499293,1,16,33.7950912378193,0,0,0,0,0,0,0,0,0
0,18400,40673,60418,"HomeImp","Other",27,0,0,247.649578880162,0,13,24.980298956046,0,0,0,0,0,0,0,0,0
0,28500,43413,73248,"DebtCon","Mgr",13,0,0,102.567017105986,6,16,35.6715050745623,0,0,0,0,0,0,0,0,0
0,9300,79724,105493,"DebtCon","Mgr",2,0,0,63.4308873104985,2,23,39.3861180797155,0,0,0,0,0,0,0,0,0
0,17400,25844,83229,"HomeImp","Other",9,0,0,247.761645853981,0,50,43.7013312352036,0,0,1,0,0,0,0,0,0
1,6800,28778,27410,"HomeImp","Mgr",6,1,0,2.03333333333333,1,5,40.8548649934888,1,0,0,0,0,0,0,0,1
1,9900,21400,36600,"DebtCon","Self",2,0,0,154.2,2,26,35.2718670322848,0,0,0,0,0,0,0,0,1
0,17000,60483,85015,"HomeImp","ProfExe",4,0,0,116.525265088393,0,12,27.2987431801291,0,0,0,0,0,0,0,0,0
1,10500,57880,66802,"DebtCon","Other",2,0,0,94.5984252618501,8,21,45.464765837083,0,0,0,0,0,0,0,0,0
0,27600,57327,87683,"DebtCon","Office",0,0,0,98.5217710019018,0,23,34.7605754092944,0,0,0,0,0,0,0,0,0
0,27400,100951,149305,"DebtCon","Mgr",21,0,0,194.53302790956,0,13,41.644172046587,0,0,0,0,0,0,0,0,0
0,11300,54984,63958,"DebtCon","Mgr",4,0,0,190.920929962742,1,16,28.0868548369067,0,0,0,0,0,0,0,0,0
0,9500,47019,59413,"DebtCon","Other",4,0,0,78.0255516799439,0,11,31.4181323942859,0,0,0,0,0,0,0,0,0
0,14300,43826,70517,"DebtCon","Other",0,0,0,260.084944913168,0,20,28.8399334814865,0,0,0,0,0,0,0,0,0
0,23700,9113,46665,"DebtCon","Other",2,0,0,85.1283537959379,0,12,24.9913594194601,1,0,1,1,1,0,1,0,0
0,11600,36974,36474,"HomeImp","Other",1,0,1,93.7271380308915,0,10,37.2029535615272,1,0,1,1,0,0,0,0,0
0,23500,48286,81958,"DebtCon","Mgr",6,0,0,248.860094270618,2,25,32.4673008944175,0,0,0,0,0,0,0,0,0
1,29000,149900,201000,"NotProvided","Self",5,4,4,131.933333333333,1,29,33.7142390985434,0,0,0,0,0,0,0,0,1
0,4900,18875,28437.5,"HomeImp","NotProvided",17,0,0,80.4971470719524,0,14,35.3111709182808,1,0,1,1,1,1,1,1,1
0,25000,102838,113000,"DebtCon","Mgr",9,1,0,168.4,0,27,40.8273446328227,1,0,0,0,0,0,0,0,1
0,9800,79767,93525,"DebtCon","Other",0,4,0,88.1265167748457,0,4,31.2901189936093,0,0,0,0,0,1,0,0,0
0,31400,12617,36082,"DebtCon","Other",30,0,0,205.459887400128,0,15,41.9790006673983,0,0,0,0,0,0,0,0,0
0,17800,56432,157665,"DebtCon","ProfExe",20,0,0,238.166898628475,0,27,20.0793343837929,0,0,0,0,0,0,0,0,0
1,42400,220757,297444,"DebtCon","ProfExe",30,0,0,237.589802243668,1,25,44.4710990349814,0,0,0,0,0,0,0,0,0
0,24100,184697,238729,"DebtCon","ProfExe",2,0,0,317.692556778085,0,26,37.7820362844747,0,0,0,0,0,0,0,0,0
0,21700,60792,14580,"DebtCon","Other",5,0,0,62.8563569539004,1,17,40.3158193010911,0,0,0,1,1,0,0,0,0
0,11800,67336,82218,"DebtCon","Office",12,0,0,255.313534759747,3,36,40.8784282414515,0,0,0,0,0,0,0,0,0
0,4800,56067,63102,"DebtCon","ProfExe",9,0,3,160.146311284359,1,30,21.5837601207121,0,0,0,0,0,0,0,0,0
0,69000,197587,295551,"DebtCon","Self",10,0,0,211.776391168119,3,24,30.3568565177344,0,0,0,0,0,0,0,0,0
1,25000,82000,128325,"DebtCon","Mgr",13,0,1,10.1333333333333,2,41,31.5642269157312,0,0,1,0,0,0,1,0,1
0,10600,39061,50225,"DebtCon","Other",15,0,0,77.1142851082318,0,12,32.5874656518677,0,0,0,0,0,0,0,0,0
0,40800,127034,198587,"DebtCon","Mgr",11,1,0,186.542943900525,0,25,35.4000212789606,0,0,1,0,0,0,0,0,0
0,11000,83639,98081,"DebtCon","Other",10,0,0,155.371220341241,4,22,42.5396857060211,0,0,0,0,0,0,0,0,0
0,28900,134509,211558,"DebtCon","ProfExe",10,0,0,247.844452567557,2,27,20.610706646792,0,0,0,0,0,0,0,0,0
0,32300,41877,78220,"DebtCon","Other",8,0,0,121.997729378687,0,23,31.8762620385859,0,0,0,1,1,0,1,0,0
0,33700,26395,48905,"DebtCon","Mgr",6,0,0,48.7100532147434,0,7,36.4243327098313,0,0,0,0,0,0,0,0,0
1,9600,24680,43500,"DebtCon","Other",18,0,3,114.666666666667,0,19,40.8529275031075,0,0,0,0,0,0,0,0,1
0,9000,96884,110108,"DebtCon","Other",18,0,2,194.8,2,16,33.7763369634637,0,0,0,0,0,0,0,0,1
0,12000,46000,60200,"DebtCon","Other",4,0,0,176.5,0,14,39.9661816496431,0,0,0,0,0,0,0,0,1
0,10000,9297,49266,"NotProvided","NotProvided",5,0,0,174.67690037862,0,14,15.5972902252559,1,0,1,1,1,1,1,1,0
1,25000,46451,89600,"DebtCon","Office",10,1,2,95.3666666666667,2,15,39.4278901570746,0,0,0,0,0,0,0,0,1
0,7200,79946,113807,"DebtCon","Office",1,0,0,238.458824981592,0,37,18.6172886910649,0,0,0,0,0,0,0,0,0
1,14900,58204,71257,"DebtCon","Office",3,3,2,206.51873486985,1,50,43.7629302651216,0,0,0,0,0,0,0,0,0
0,10400,11426,69294,"DebtCon","ProfExe",20,0,1,396.926264538176,1,11,20.2919889385356,0,0,0,0,0,0,0,0,0
