Year;Gender;Age; Marital Status;Educational Level;Religion;Job;Description of the charge;crime;Number
2012;Female;26;Single;High School;Christian;Representative;Rape;Rape;1
2012;Female;25;Single;High School;Muslim;Unemployed;Theft from / in an apartment;Burglary;1
2012;Male;35;Married;High School;Muslim;Manager;Kidnapping;Kidnapping;1
2012;Female;22;Married;High School;Muslim;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;21;Single;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Male;49;Single;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Female;23;Single;High School;Muslim;Servant;Rape;Rape;1
2012;Female;23;Single;High School;Muslim;Servant;Rape;Rape;1
2012;Female;35;Married;High School;Muslim;House Wife;Theft from / in an apartment;Burglary;1
2012;Female;24;Single;High School;Muslim;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;40;Single;High School;Not Specified;Driver;Assaulting the safety of the body of others leading to death;Assault;1
2012;Female;35;Married;High School;Not Specified;File Writer;Theft from / in the park;Thefting;1
2012;Female;21;Single;High School;Muslim;Student;Human trafficking / exploitation of the prostitution of others;Human Trafficking;1
2012;Male;28;Single;High School;Hindu;Fishman;Murder;Murder;1
2012;Female;26;Single;High School;Muslim;Servant;Theft from / in the villa;Burglary;1
2012;Female;29;Married;High School;Muslim;Not Specified;House Burglary ;Burglary;1
2012;Male;24;Single;High School;Hindu;Electrician;Theft from / in a company or institution;Thefting;1
2012;Male;29;Single;High School;Hindu;Fishman;Murder;Murder;1
2012;Male;28;Single;High School;Hindu;Assistant;Kidnapping;Kidnapping;1
2012;Female;20;Single;High School;Muslim;Nanny;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;59;Single;High School;Not Specified;Unemployed;Theft from / in exhibition ;Thefting;1
2012;Female;27;Single;High School;Muslim;Servant;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;27;Married;High School;Muslim;Seller;Murder;Murder;1
2012;Female;23;Married;High School;Muslim;Not Specified;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;24;Single;High School;Muslim;Driver;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Female;31;Married;High School;Christian;Business Man;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;18;Married;High School;Muslim;Unemployed;The attempted murder;Murder;1
2012;Female;24;Married;High School;Christian;Not Specified;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;23;Married;High School;Christian;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;19;Single;High School;Muslim;Inspector;The attempted murder;Murder;1
2012;Male;27;Not Specified;High School;Muslim;Worker;Theft from / in exhibition ;Thefting;1
2012;Female;30;Single;High School;Muslim;Consultant;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;24;Married;High School;Muslim;Accountant;Theft from / in an apartment;Burglary;1
2012;Male;26;Single;High School;Muslim;Student;Murder;Murder;1
2012;Female;31;Married;High School;Muslim;Teacher;Rape;Rape;1
2012;Male;26;Single;High School;Christian;Sales Executive;Murder;Murder;1
2012;Female;25;Single;High School;Christian;Sales Executive;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;22;Single;High School;Muslim;Worker;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Male;27;Single;High School;Muslim;Assistant;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Female;29;Single;High School;Not Specified;Unemployed;Rape;Rape;1
2012;Male;26;Single;High School;Christian;Employee;Murder;Murder;1
2012;Male;25;Single;High School;Christian;Seller;Stealing from / in a house;Burglary;1
2012;Female;27;Married;High School;Christian;Business Man;Rape;Rape;1
2012;Female;29;Married;High School;Muslim;Unemployed;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;27;Single;High School;Muslim;Manager;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;28;Married;High School;Christian;Business Man;Theft from / in the villa;Burglary;1
2012;Male;23;Single;High School;Muslim;Smith;Murder;Murder;1
2012;Male;29;Single;High School;Muslim;Waitor;House Burglary ;Burglary;1
2012;Female;19;Single;High School;Christian;Employee;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;47;Married;High School;Hindu;Manager;Theft from / in an apartment;Burglary;1
2012;Male;14;Single;High School;Muslim;Sales Executive;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Female;33;Single;High School;Christian;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;16;Single;High School;Muslim;Student;Theft from / on a public road;Thefting;1
2012;Female;21;Single;High School;Christian;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;24;Single;High School;Muslim;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;28;Single;High School;Not Specified;Unemployed;Theft from / in a company or institution;Thefting;1
2012;Female;26;Single;High School;Christian;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;37;Single;High School;Muslim;Assistant;Theft from / in a company or institution;Thefting;1
2012;Female;36;Single;High School;Hindu;Business Man;Human trafficking / exploitation of the prostitution of others;Human Trafficking;1
2012;Female;25;Single;High School;Christian;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;23;Single;High School;Christian;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;13;Single;High School;Muslim;Not Specified;Theft from / on a public road;Thefting;1
2012;Male;21;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Female;23;Married;High School;Muslim;Business Man;Kidnapping;Kidnapping;1
2012;Female;25;Single;High School;Christian;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;58;Married;High School;Christian;Electrical assistant extensions;Theft from / in a building;Thefting;1
2012;Male;20;Single;High School;Muslim;Representative;Theft from / in a company or institution;Thefting;1
2012;Female;20;Married;High School;Muslim;House Wife;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;21;Single;High School;Christian;Sales Executive;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;33;Married;High School;Christian;Representative;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;23;Single;High School;Muslim;Unemployed;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Female;31;Married;High School;Muslim;Not Specified;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;45;Married;High School;Hindu;Not Specified;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;23;Married;High School;Muslim;Sales Executive;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;25;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Male;22;Not Specified;High School;Not Specified;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Male;26;Not Specified;High School;Not Specified;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Male;25;Married;High School;Hindu;Supervisor;Theft from / in workers' housing;Thefting;1
2012;Male;23;Single;High School;Not Specified;Not Specified;Theft from / in an apartment;Burglary;1
2012;Male;31;Single;High School;Muslim;Not Specified;Assaulting the safety of the body of others leading to death;Assault;1
2012;Male;32;Single;High School;Muslim;Employee;Theft from / on a public road;Thefting;1
2012;Male;31;Single;High School;Muslim;Seller;Theft from / in an apartment;Burglary;1
2012;Female;25;Single;High School;Muslim;Artist;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;18;Single;High School;Muslim;Sales Executive;Theft from / in the park;Thefting;1
2012;Male;27;Not Specified;High School;Muslim;Seller;Theft from / in an apartment;Burglary;1
2012;Male;40;Married;High School;Muslim;Employee;Kidnapping;Kidnapping;1
2012;Female;33;Single;High School;Muslim;Unemployed;The attempted murder;Murder;1
2012;Male;38;Not Specified;High School;Not Specified;Driver;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Male;32;Married;High School;Christian;Manager;House Burglary ;Burglary;1
2012;Female;27;Married;High School;Muslim;Employee;Theft from / in a building;Thefting;1
2012;Male;Not Specified;Not Specified;High School;Not Specified;Not Specified;Stealing from / on a farm;Burglary;1
2012;Male;40;Married;High School;Muslim;Driver;Murder;Murder;1
2012;Male;51;Not Specified;High School;Muslim;Worker;Murder;Murder;1
2012;Male;25;Single;High School;Muslim;Student;Facilitating others by any means of using influences;Drugs;1
2012;Male;35;Not Specified;High School;Muslim;Not Specified;Murder;Murder;1
2012;Male;23;Not Specified;High School;Muslim;Student;Murder;Murder;1
2012;Male;21;Not Specified;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Male;40;Married;High School;Muslim;Employee;Theft from / in a company or institution;Thefting;1
2012;Male;55;Not Specified;High School;Sikh;Supervisor;Murder;Murder;1
2012;Female;Not Specified;Single;High School;Muslim;Not Specified;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Male;29;Not Specified;High School;Hindu;Worker;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2012;Female;18;Single;High School;Muslim;Not Specified;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;20;Single;High School;Muslim;House Maid;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;16;Single;High School;Muslim;Servant;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;20;Single;High School;Muslim;House Maid;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;19;Single;High School;Muslim;Unemployed;Human trafficking / sexual exploitation;Human Trafficking;1
2012;Female;13;Single;High School;Muslim;Student;Human trafficking / sexual exploitation;Human Trafficking;1
2013;Male;38;Divorced;High School;Muslim;Student;Theft from / in the villa;Burglary;1
2013;Male;32;Divorced;High School;Muslim;Not Specified;Theft from / in farm;Burglary;1
2013;Male;86;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;80;Widow;High School;Muslim;Retired;Theft from / in a desert or remote area;Thefting;1
2013;Male;37;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;20;Single;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;41;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;27;Married;High School;Muslim;Employee;Theft from / in a company or institution;Thefting;1
2013;Female;22;Married;High School;Muslim;House Wife;Rape;Rape;1
2013;Female;54;Widow;High School;Muslim;Not Specified;Stealing from / on a farm;Burglary;1
2013;Male;25;Married;High School;Muslim;Not Specified;Theft from / in a company or institution;Thefting;1
2013;Male;60;Not Specified;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2013;Male;20;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Female;28;Married;High School;Muslim;House Wife;House Burglary ;Burglary;1
2013;Male;46;Married;High School;Muslim;Not Specified;Stealing from / on a farm;Burglary;1
2013;Female;46;Not Specified;High School;Muslim;House Wife;Murder;Murder;1
2013;Male;60;Married;High School;Muslim;Retired;Stealing from / on a farm;Burglary;1
2013;Male;46;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;41;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2013;Male;63;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Female;63;Divorced;High School;Muslim;House Wife;Stealing from / on a farm;Burglary;1
2013;Male;76;Not Specified;High School;Muslim;companion;Stealing from / on a farm;Burglary;1
2013;Female;70;Divorced;High School;Muslim;Student;Theft from / in the villa;Burglary;1
2013;Male;33;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;35;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2013;Male;41;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Female;69;Not Specified;High School;Muslim;House Wife;Theft from / in a desert or remote area;Thefting;1
2013;Male;69;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;34;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2013;Male;39;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;38;Divorced;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2013;Male;93;Married;High School;Muslim;Guard;Stealing from / on a farm;Burglary;1
2013;Male;35;Single;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Female;29;Married;High School;Muslim;Not Specified;Theft from / in the villa;Burglary;1
2013;Male;48;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Female;57;Widow;High School;Muslim;House Wife;Stealing from / on a farm;Burglary;1
2013;Male;32;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;33;Divorced;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;33;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;27;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;61;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;38;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2013;Male;61;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;49;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;63;Married;High School;Muslim;Not Specified;Stealing from / on a farm;Burglary;1
2013;Male;53;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;54;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;24;Single;High School;Muslim;Student;Stealing from / on a farm;Burglary;1
2013;Male;57;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;59;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Female;57;Widow;High School;Muslim;House Wife;Theft from / in a desert or remote area;Thefting;1
2013;Male;48;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;34;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;53;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;59;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Female;58;Widow;High School;Muslim;House Wife;Theft from / in the villa;Burglary;1
2013;Male;33;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;29;Single;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;25;Married;High School;Muslim;Employee;Theft from / in a company or institution;Thefting;1
2013;Male;49;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;48;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;48;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2013;Male;47;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;26;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2013;Male;51;Married;High School;Muslim;Retired;Stealing from / on a farm;Burglary;1
2013;Female;43;Widow;High School;Muslim;House Wife;Theft from / in the villa;Burglary;1
2013;Male;26;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;55;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2013;Male;62;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;67;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;51;Married;High School;Muslim;Retired;Stealing from / on a farm;Burglary;1
2013;Male;45;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;49;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;44;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2013;Male;53;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;61;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;21;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2013;Female;39;Married;High School;Muslim;House Wife;Car Thift;Thefting;1
2013;Female;65;Married;High School;Muslim;House Wife;Theft from / in farm;Burglary;1
2013;Male;58;Married;High School;Muslim;Retired;Stealing from / on a farm;Burglary;1
2013;Male;58;Married;High School;Muslim;Driver;Stealing from / on a farm;Burglary;1
2013;Male;75;Married;High School;Muslim;Driver;Theft from / in a desert or remote area;Thefting;1
2013;Male;33;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;74;Married;High School;Muslim;Guard;Stealing from / on a farm;Burglary;1
2013;Female;59;Married;High School;Muslim;House Wife;Theft from / in a desert or remote area;Thefting;1
2013;Female;46;Divorced;High School;Muslim;House Wife;Theft from / in the villa;Burglary;1
2013;Female;52;Divorced;High School;Muslim;Not Specified;The attempted murder;Murder;1
2013;Female;20;Single;High School;Muslim;Not Specified;The attempted murder;Murder;1
2013;Male;49;Married;High School;Muslim;Driver;Theft from / in a desert or remote area;Thefting;1
2013;Male;41;Married;High School;Muslim;Employee;The attempted murder;Murder;1
2013;Male;24;Married;High School;Muslim;Student;Theft from / on a public road;Thefting;1
2013;Male;35;Married;High School;Muslim;Student;Car Thift;Thefting;1
2013;Male;33;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;37;Married;High School;Muslim;Student;Theft from / in the park;Thefting;1
2013;Male;28;Divorced;High School;Muslim;Student;Stealing from / on a farm;Burglary;1
2013;Male;43;Single;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;23;Single;High School;Muslim;Not Specified;Car Thift;Thefting;1
2013;Male;27;Married;High School;Muslim;Employee;Theft from / in a company or institution;Thefting;1
2013;Male;30;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;22;Married;High School;Muslim;Unemployed;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;26;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;45;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;36;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2013;Male;25;Single;High School;Muslim;Student;Car Thift;Thefting;1
2013;Male;30;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Female;83;Widow;High School;Muslim;House Wife;House Burglary ;Burglary;1
2013;Male;40;Single;High School;Muslim;Unemployed;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;33;Single;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Female;56;Divorced;High School;Muslim;House Wife;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;61;Not Specified;High School;Muslim;Unemployed;Murder;Murder;1
2013;Male;54;Married;High School;Muslim;Employee;Theft from / in a company or institution;Thefting;1
2013;Male;20;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;87;Not Specified;High School;Muslim;Unemployed;Theft from / in a desert or remote area;Thefting;1
2013;Female;58;Divorced;High School;Muslim;House Wife;House Burglary ;Burglary;1
2013;Male;27;Married;High School;Muslim;Employee;Theft from / in the clinic;Thefting;1
2013;Male;36;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;31;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2013;Female;44;Divorced;High School;Muslim;House Wife;House Burglary ;Burglary;1
2013;Male;77;Married;High School;Muslim;Unemployed;Theft from / in farm;Burglary;1
2013;Male;42;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;23;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2013;Male;22;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;33;Married;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;37;Married;High School;Muslim;Employee;Car Thift;Thefting;1
2013;Male;27;Married;High School;Muslim;Employee;Theft from / in a company or institution;Thefting;1
2013;Female;43;Divorced;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;41;Married;High School;Muslim;Employee;Theft from / on a public road;Thefting;1
2013;Male;23;Married;High School;Muslim;Not Specified;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;31;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;25;Married;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;28;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;23;Single;High School;Muslim;Student;Theft from / in a desert or remote area;Thefting;1
2013;Male;21;Married;High School;Muslim;Not Specified;The attempted murder;Murder;1
2013;Male;41;Married;High School;Muslim;Employee;The attempted murder;Murder;1
2013;Male;32;Married;High School;Muslim;Employee;The attempted murder;Murder;1
2013;Female;49;Not Specified;High School;Muslim;Not Specified;Murder;Murder;1
2013;Female;26;Married;High School;Muslim;House Wife;Theft from / in a company or institution;Thefting;1
2013;Male;24;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Female;47;Divorced;High School;Muslim;House Wife;The attempted murder;Murder;1
2013;Male;35;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Female;28;Married;High School;Muslim;Employee;Rape;Rape;1
2013;Male;32;Married;High School;Muslim;Student;Theft from / in a company or institution;Thefting;1
2013;Male;25;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;36;Married;High School;Muslim;Employee;The attempted murder;Murder;1
2013;Male;28;Married;High School;Muslim;Employee;The attempted murder;Murder;1
2013;Male;38;Married;High School;Muslim;Employee;The attempted murder;Murder;1
2013;Male;42;Married;High School;Muslim;Business Man;Theft from / in an apartment;Burglary;1
2013;Male;19;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;28;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;56;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;46;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2013;Male;19;Single;High School;Muslim;Baby;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;19;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;45;Married;High School;Muslim;Dancer;Stealing from / on a farm;Burglary;1
2013;Male;27;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2013;Male;42;Married;High School;Muslim;Employee;Theft from / in the villa;Burglary;1
2013;Male;17;Single;High School;Muslim;Student;Theft from / in government facilities;Thefting;1
2013;Male;39;Married;High School;Muslim;Unemployed;Stealing from / on a farm;Burglary;1
2013;Male;19;Single;High School;Muslim;Student;The attempted murder;Murder;1
2013;Male;27;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;26;Married;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Female;28;Married;High School;Muslim;Student;House Burglary ;Burglary;1
2013;Male;22;Not Specified;High School;Muslim;Student;Murder;Murder;1
2013;Male;63;Married;High School;Muslim;Not Specified;Theft from / in a desert or remote area;Thefting;1
2013;Female;24;Divorced;High School;Muslim;House Wife;Rape;Rape;1
2013;Male;34;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;31;Divorced;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2013;Male;32;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2013;Female;44;Married;High School;Muslim;House Wife;Theft from / in school;Thefting;1
2013;Male;19;Single;High School;Muslim;Baby;Stealing from / on a farm;Burglary;1
2013;Male;58;Divorced;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Female;47;Divorced;High School;Muslim;Lawyer;Theft from / in an apartment;Burglary;1
2013;Female;35;Divorced;High School;Muslim;House Wife;Rape;Rape;1
2013;Male;27;Married;High School;Muslim;Employee;Car Thift;Thefting;1
2013;Male;57;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;48;Married;High School;Muslim;companion;Theft from / in a desert or remote area;Thefting;1
2013;Male;17;Single;High School;Muslim;Student;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Female;50;Widow;High School;Muslim;House Wife;Theft from / in a desert or remote area;Thefting;1
2013;Male;26;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;15;Single;High School;Muslim;Not Specified;Theft from / in school;Thefting;1
2013;Female;43;Divorced;High School;Muslim;House Wife;Theft from / in a desert or remote area;Thefting;1
2013;Male;36;Married;High School;Muslim;Employee;Car Thift;Thefting;1
2013;Female;17;Married;High School;Muslim;Not Specified;Kidnapping;Kidnapping;1
2013;Male;25;Married;High School;Muslim;Employee;The attempted murder;Murder;1
2013;Male;21;Married;High School;Muslim;Employee;Car Thift;Thefting;1
2013;Male;54;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;37;Married;High School;Muslim;Not Specified;Theft from / in a desert or remote area;Thefting;1
2013;Male;42;Married;High School;Muslim;Employee;Theft from / in a desert or remote area;Thefting;1
2013;Male;30;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2013;Male;38;Married;High School;Muslim;Employee;Stealing from / on a farm;Burglary;1
2013;Male;20;Married;High School;Muslim;Employee;Theft from / in farm;Burglary;1
2013;Male;18;Divorced;High School;Muslim;Employee;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;42;Married;High School;Muslim;Employee;House Burglary ;Burglary;1
2013;Male;54;Married;High School;Muslim;Investor;Theft from / in a company or institution;Thefting;1
2013;Male;13;Single;High School;Muslim;Unemployed;Rape;Rape;1
2013;Male;40;Single;High School;Not Specified;Seller;Theft from / in a company or institution;Thefting;1
2013;Male;46;Married;High School;Muslim;Worker;House Burglary ;Burglary;1
2013;Male;64;Married;High School;Muslim;Unemployed;House Burglary ;Burglary;1
2013;Male;41;Married;High School;Muslim;Not Specified;Theft from / in places of worship;Thefting;1
2013;Male;39;Married;High School;Muslim;Worker;Stealing from / on a farm;Burglary;1
2013;Male;23;Single;High School;Muslim;Driver;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
2013;Male;51;Married;High School;Muslim;Manager;Car Thift;Thefting;1
2013;Male;38;Single;High School;Muslim;Driver;House Burglary ;Burglary;1
2013;Male;46;Married;High School;Muslim;Worker;Stealing from / on a farm;Burglary;1
2013;Female;43;Married;High School;Buddhist;Worker;Attacking the integrity of the body of others leading to illness or incapacity to work for a period of more than 20 days;Assault;1
