date,average_price,total_volume,type,region
2019-09-11,1.18,3068639.36,A,Midsouth
2019-09-04,1.2,3127950.4,A,Midsouth
2019-08-28,1.3,2799097.68,A,Midsouth
2019-08-21,1.27,2840526.38,A,Midsouth
2019-08-14,1.29,2901786.65,A,Midsouth
2019-08-07,1.3,2900751.48,A,Midsouth
2019-07-31,1.35,2787002.19,A,Midsouth
2019-07-24,1.32,2914817.51,A,Midsouth
2019-07-17,1.26,2940448.51,A,Midsouth
2019-07-10,1.19,3221650.74,A,Midsouth
2019-07-03,1.15,3393696.45,A,Midsouth
2019-06-26,1.17,3095673.83,A,Midsouth
2019-06-19,1.16,3304967.62,A,Midsouth
2019-06-12,1.15,3122351.17,A,Midsouth
2019-06-05,1.14,3223814.39,A,Midsouth
2019-05-29,1.09,3349139.43,A,Midsouth
2019-05-22,1.08,3154318.39,A,Midsouth
2019-05-15,1.04,3205037.79,A,Midsouth
2019-05-08,0.95,3850645.65,A,Midsouth
2019-05-01,0.99,3536333.98,A,Midsouth
2019-04-24,1.04,3332609.87,A,Midsouth
2019-04-17,1.06,3029003.02,A,Midsouth
2019-04-10,1.05,2836884.82,A,Midsouth
2019-04-03,1.07,2690267.94,A,Midsouth
2019-03-27,1.08,2911903.46,A,Midsouth
2019-03-20,1.05,3198477.41,A,Midsouth
2019-03-13,1.07,3093898.37,A,Midsouth
2019-03-06,1.1,2942515.87,A,Midsouth
2019-02-28,1.05,3032920.39,A,Midsouth
2019-02-21,1.06,2747176.06,A,Midsouth
2019-02-14,0.99,3173460.24,A,Midsouth
2019-02-07,0.91,4131614.84,A,Midsouth
2019-01-31,1,2881461.41,A,Midsouth
2019-01-24,1.01,3147902.67,A,Midsouth
2019-01-17,1.05,3001683.91,A,Midsouth
2019-01-10,1.04,2871898.66,A,Midsouth
2019-01-03,1.01,2967929.65,A,Midsouth
2019-12-25,0.93,166486.05,A,Nashville
2019-12-18,0.92,158024.16,A,Nashville
2019-12-11,0.9,193711.04,A,Nashville
2019-12-04,0.96,189526.37,A,Nashville
2019-11-27,1.24,129937.75,A,Nashville
2019-11-20,1.33,131605.7,A,Nashville
2019-11-13,1.39,141387.19,A,Nashville
2019-11-06,1.31,146936.93,A,Nashville
2019-10-30,1.18,151715.9,A,Nashville
2019-10-23,1.19,163017.85,A,Nashville
2019-10-16,1.06,177609.17,A,Nashville
2019-10-09,1.2,156477.24,A,Nashville
2019-10-02,1.15,172755.25,A,Nashville
2019-09-25,1.16,174768.99,A,Nashville
2019-09-18,1.01,191359.67,A,Nashville
2019-09-11,0.75,250165.13,A,Nashville
2019-09-04,0.73,292902.13,A,Nashville
2019-08-28,1.09,172757.72,A,Nashville
2019-08-21,1.09,184733.93,A,Nashville
2019-08-14,1.06,202833.66,A,Nashville
2019-08-07,1.12,188016.6,A,Nashville
2019-07-31,1.1,186520.46,A,Nashville
2019-07-24,1.07,191727.48,A,Nashville
2019-07-17,1.07,196773.62,A,Nashville
2019-07-10,1,198240.02,A,Nashville
2019-07-03,0.87,250902.49,A,Nashville
2019-06-26,0.98,195471.62,A,Nashville
2019-06-19,0.89,232084.2,A,Nashville
2019-06-12,0.97,190921.36,A,Nashville
2019-06-05,0.88,223368.78,A,Nashville
2019-05-29,0.87,238624.36,A,Nashville
2019-05-22,0.92,204128.5,A,Nashville
2019-05-15,0.81,219615.86,A,Nashville
2019-05-08,0.88,212720.44,A,Nashville
2019-05-01,0.81,237679.37,A,Nashville
2019-04-24,0.81,233759.31,A,Nashville
2019-04-17,0.9,178369.19,A,Nashville
2019-04-10,0.82,206829.38,A,Nashville
2019-04-03,0.95,165587.67,A,Nashville
2019-03-27,0.93,171568.47,A,Nashville
2019-03-20,0.93,179305.81,A,Nashville
2019-03-13,0.87,188478.21,A,Nashville
2019-03-06,0.97,159755.26,A,Nashville
2019-02-28,0.88,190263.02,A,Nashville
2019-02-21,0.94,182025.3,A,Nashville
2019-02-14,0.88,203205.09,A,Nashville
2019-02-07,0.77,268608.69,A,Nashville
2019-01-31,0.95,173689.71,A,Nashville
2019-01-24,0.87,167159.24,A,Nashville
2019-01-17,0.95,181360.74,A,Nashville
2019-01-10,0.9,212752.83,A,Nashville
2019-01-03,0.98,185316.35,A,Nashville
2019-12-25,0.94,225497.02,A,NewOrleansMobile
2019-12-18,1.08,183103.22,A,NewOrleansMobile
2019-12-11,1.21,177582.49,A,NewOrleansMobile
2019-12-04,1.05,253241.58,A,NewOrleansMobile
2019-11-27,1.38,148538.06,A,NewOrleansMobile
2019-11-20,1.35,167233.36,A,NewOrleansMobile
2019-11-13,1.26,225721.51,A,NewOrleansMobile
2019-11-06,1.49,183542.31,A,NewOrleansMobile
2019-10-30,1.48,163510.83,A,NewOrleansMobile
2019-10-23,1.44,203438.23,A,NewOrleansMobile
2019-10-16,1.36,222712.89,A,NewOrleansMobile
2019-10-09,1.25,233898.8,A,NewOrleansMobile
2019-10-02,1.29,214690.77,A,NewOrleansMobile
2019-09-25,1.19,264726.41,A,NewOrleansMobile
2019-09-18,1.18,244913.97,A,NewOrleansMobile
2019-09-11,1.13,250492.62,A,NewOrleansMobile
2019-09-04,0.94,324151.3,A,NewOrleansMobile
2019-08-28,1.02,309238.91,A,NewOrleansMobile
2019-08-21,1.04,314573.49,A,NewOrleansMobile
2019-08-14,1.11,265537.57,A,NewOrleansMobile
2019-08-07,1.13,287114.43,A,NewOrleansMobile
2019-07-31,1.2,254878.35,A,NewOrleansMobile
2019-07-24,1.16,261491.83,A,NewOrleansMobile
2019-07-17,1.09,284925.7,A,NewOrleansMobile
2019-07-10,1.06,291978.06,A,NewOrleansMobile
2019-07-03,0.93,360419.86,A,NewOrleansMobile
2019-06-26,1.05,267116.01,A,NewOrleansMobile
2019-06-19,0.97,293340.02,A,NewOrleansMobile
2019-06-12,0.95,283922.91,A,NewOrleansMobile
2019-06-05,0.89,291490.49,A,NewOrleansMobile
2019-05-29,0.85,300077.74,A,NewOrleansMobile
2019-05-22,0.96,271554.45,A,NewOrleansMobile
2019-05-15,0.86,288244.89,A,NewOrleansMobile
2019-05-08,0.63,495732.92,A,NewOrleansMobile
2019-05-01,0.58,564738.86,A,NewOrleansMobile
2019-04-24,0.87,295498.57,A,NewOrleansMobile
2019-04-17,0.87,323909.4,A,NewOrleansMobile
2019-04-10,0.87,312471.42,A,NewOrleansMobile
2019-04-03,0.89,316709.44,A,NewOrleansMobile
2019-03-27,0.94,263581.97,A,NewOrleansMobile
2019-03-20,0.94,273647.06,A,NewOrleansMobile
2019-03-13,0.91,304057.64,A,NewOrleansMobile
2019-03-06,0.97,267953.78,A,NewOrleansMobile
2019-02-28,0.8,320342.69,A,NewOrleansMobile
2019-02-21,0.89,263057.19,A,NewOrleansMobile
2019-02-14,0.81,269319.37,A,NewOrleansMobile
2019-02-07,0.58,542750.89,A,NewOrleansMobile
2019-01-31,0.88,282933.79,A,NewOrleansMobile
2019-01-24,0.9,228086.1,A,NewOrleansMobile
2019-01-17,0.88,286862.77,A,NewOrleansMobile
2019-01-10,0.9,264477.45,A,NewOrleansMobile
2019-01-03,0.86,274498.01,A,NewOrleansMobile
2019-12-25,1.36,1087984.9,A,NewYork
2019-12-18,1.26,1241381.71,A,NewYork
2019-12-11,1.32,1163696.14,A,NewYork
2019-12-04,1.52,960475.67,A,NewYork
2019-11-27,1.56,970753.07,A,NewYork
2019-11-20,1.59,1093097.04,A,NewYork
2019-11-13,1.9,830018.48,A,NewYork
2019-11-06,1.93,767190.62,A,NewYork
2019-10-30,1.99,618279.77,A,NewYork
2019-10-23,1.95,807564.93,A,NewYork
2019-10-16,1.89,969846.54,A,NewYork
2019-10-09,1.76,1031060.45,A,NewYork
2019-10-02,1.72,1057930.65,A,NewYork
2019-09-25,1.62,1061132.87,A,NewYork
2019-09-18,1.5,1108446.44,A,NewYork
2019-09-11,1.26,1558413.54,A,NewYork
2019-09-04,1.47,1278749.25,A,NewYork
2019-08-28,1.58,1212399.97,A,NewYork
2019-08-21,1.47,1334937.86,A,NewYork
2019-08-14,1.49,1275952.93,A,NewYork
2019-08-07,1.54,1256917.91,A,NewYork
2019-07-31,1.7,1122162.86,A,NewYork
2019-07-24,1.68,1180373.67,A,NewYork
2019-07-17,1.64,1076259.08,A,NewYork
2019-07-10,1.51,1266199.75,A,NewYork
2019-07-03,1.53,1280725.34,A,NewYork
2019-06-26,1.2,1622151.78,A,NewYork
2019-06-19,1.5,1372612.33,A,NewYork
2019-06-12,1.44,1485642.35,A,NewYork
2019-06-05,1.47,1447580.25,A,NewYork
2019-05-29,1.08,1827100.26,A,NewYork
2019-05-22,1.14,1586647.62,A,NewYork
2019-05-15,1.14,1706730.17,A,NewYork
2019-05-08,0.77,2740587.86,A,NewYork
2019-05-01,1.22,1536109.56,A,NewYork
2019-04-24,1.12,1718055.86,A,NewYork
2019-04-17,1.08,1030786.84,A,NewYork
2019-04-10,1.09,987897.9,A,NewYork
2019-04-03,1.31,1240608.2,A,NewYork
2019-03-27,1.32,1395562.08,A,NewYork
2019-03-20,1.09,1743194.56,A,NewYork
2019-03-13,1.17,1600417.32,A,NewYork
2019-03-06,1.24,1455656.4,A,NewYork
2019-02-28,1.15,1594427.98,A,NewYork
2019-02-21,1.21,1315177.5,A,NewYork
2019-02-14,1.09,1806980.64,A,NewYork
2019-02-07,0.95,2202127.86,A,NewYork
2019-01-31,1.02,1615465.33,A,NewYork
2019-01-24,1.3,1429242.83,A,NewYork
2019-01-17,1.01,1840344.27,A,NewYork
2019-01-10,1.15,1364272.64,A,NewYork
2019-01-03,1.07,1454164.32,A,NewYork
2019-12-25,1.36,3216470.61,A,Northeast
2019-12-18,1.22,3686005.68,A,Northeast
2019-12-11,1.32,3381321.05,A,Northeast
2019-12-04,1.4,3222663.98,A,Northeast
2019-11-27,1.51,2701518.48,A,Northeast
2019-11-20,1.51,3206946.52,A,Northeast
2019-11-13,1.67,2706838.44,A,Northeast
2019-11-06,1.71,2507401.04,A,Northeast
2019-10-30,1.72,2364424.49,A,Northeast
2019-10-23,1.67,2916578.9,A,Northeast
2019-10-16,1.65,3107049.25,A,Northeast
2019-10-09,1.54,3350949.74,A,Northeast
2019-10-02,1.59,3257752.57,A,Northeast
2019-09-25,1.53,3458790.86,A,Northeast
2019-09-18,1.45,3442454.03,A,Northeast
2019-09-11,1.28,4456957.62,A,Northeast
2019-09-04,1.4,4019648.55,A,Northeast
2019-08-28,1.4,4309301.79,A,Northeast
2019-08-21,1.4,4127080.33,A,Northeast
2019-08-14,1.37,4195423.29,A,Northeast
2019-08-07,1.47,4024822.13,A,Northeast
2019-07-31,1.6,3813808.25,A,Northeast
2019-07-24,1.54,3834290.51,A,Northeast
2019-07-17,1.49,3736814.35,A,Northeast
2019-07-10,1.33,4487625.78,A,Northeast
2019-07-03,1.41,4486744.99,A,Northeast
2019-06-26,1.28,4840949.87,A,Northeast
2019-06-19,1.4,4506892.62,A,Northeast
2019-06-12,1.34,4599028.54,A,Northeast
2019-06-05,1.35,4570515.87,A,Northeast
2019-05-29,1.14,5141314.86,A,Northeast
2019-05-22,1.14,4609250.24,A,Northeast
2019-05-15,1.13,4999100.74,A,Northeast
2019-05-08,0.87,6899727.12,A,Northeast
2019-05-01,1.12,5247266.74,A,Northeast
2019-04-24,1.13,4815249.22,A,Northeast
2019-04-17,1.12,3849051.4,A,Northeast
2019-04-10,1.09,3756625.12,A,Northeast
2019-04-03,1.18,3872680.79,A,Northeast
2019-03-27,1.23,4239016.69,A,Northeast
2019-03-20,1.11,4834759.09,A,Northeast
2019-03-13,1.13,4713935.35,A,Northeast
2019-03-06,1.21,4226925.7,A,Northeast
2019-02-28,1.15,4481119.44,A,Northeast
2019-02-21,1.21,3948234.94,A,Northeast
2019-02-14,1.08,4959257.88,A,Northeast
2019-02-07,1.03,5919226.12,A,Northeast
2019-01-31,1.06,4650798.49,A,Northeast
2019-01-24,1.21,4412280.93,A,Northeast
2019-01-17,1.09,4891516.5,A,Northeast
2019-01-10,1.2,3890225.41,A,Northeast
2019-01-03,1.07,4524219.73,A,Northeast
2019-12-25,1.24,325634.21,A,NorthernNewEngland
2019-12-18,1.19,357508.29,A,NorthernNewEngland
2019-12-11,1.29,310425.3,A,NorthernNewEngland
2019-12-04,1.12,440990.34,A,NorthernNewEngland
2019-11-27,1.41,262748.42,A,NorthernNewEngland
2019-11-20,1.39,315783.24,A,NorthernNewEngland
2019-11-13,1.48,268388.51,A,NorthernNewEngland
2019-11-06,1.47,242666.87,A,NorthernNewEngland
2019-10-30,1.52,255455.34,A,NorthernNewEngland
2019-10-23,1.48,291385.56,A,NorthernNewEngland
2019-10-16,1.47,290884.89,A,NorthernNewEngland
2019-10-09,1.4,305506.51,A,NorthernNewEngland
2019-10-02,1.52,291185.37,A,NorthernNewEngland
2019-09-25,1.58,315399.04,A,NorthernNewEngland
2019-09-18,1.48,316980.64,A,NorthernNewEngland
2019-09-11,1.44,343314.74,A,NorthernNewEngland
2019-09-04,1.38,374902.91,A,NorthernNewEngland
2019-08-28,1.08,573338.65,A,NorthernNewEngland
2019-08-21,1.34,413497.16,A,NorthernNewEngland
2019-08-14,1.21,463651.71,A,NorthernNewEngland
2019-08-07,1.41,457429.1,A,NorthernNewEngland
2019-07-31,1.49,435129.36,A,NorthernNewEngland
2019-07-24,1.36,463062.51,A,NorthernNewEngland
2019-07-17,1.37,412386.17,A,NorthernNewEngland
2019-07-10,1.06,569327.81,A,NorthernNewEngland
2019-07-03,1.29,525917.26,A,NorthernNewEngland
2019-06-26,1.28,497816.81,A,NorthernNewEngland
2019-06-19,1.26,485945.76,A,NorthernNewEngland
2019-06-12,1.19,472020.49,A,NorthernNewEngland
2019-06-05,1.18,471356.84,A,NorthernNewEngland
2019-05-29,1.1,499944.01,A,NorthernNewEngland
2019-05-22,1.02,433251.71,A,NorthernNewEngland
2019-05-15,1.07,443517.22,A,NorthernNewEngland
2019-05-08,0.97,546838.34,A,NorthernNewEngland
2019-05-01,1.02,628512.14,A,NorthernNewEngland
2019-04-24,1.07,431615.62,A,NorthernNewEngland
2019-04-17,1.12,399074.14,A,NorthernNewEngland
2019-04-10,1.04,409227.87,A,NorthernNewEngland
2019-04-03,0.99,486716.71,A,NorthernNewEngland
2019-03-27,1.13,423257.57,A,NorthernNewEngland
2019-03-20,1.14,414604.35,A,NorthernNewEngland
2019-03-13,1.01,476634.67,A,NorthernNewEngland
2019-03-06,1.08,405931.49,A,NorthernNewEngland
2019-02-28,1.1,387149.69,A,NorthernNewEngland
2019-02-21,1.16,380427.08,A,NorthernNewEngland
2019-02-14,0.99,456439.67,A,NorthernNewEngland
2019-02-07,0.97,605846.78,A,NorthernNewEngland
2019-01-31,1.07,419786.19,A,NorthernNewEngland
2019-01-24,1.07,453559.54,A,NorthernNewEngland
2019-01-17,1.08,447078.92,A,NorthernNewEngland
2019-01-10,1.24,343406.89,A,NorthernNewEngland
2019-01-03,0.96,553828.14,A,NorthernNewEngland
2019-12-25,0.94,359005.75,A,Orlando
2019-12-18,0.92,333093.29,A,Orlando
2019-12-11,1.22,247659.65,A,Orlando
2019-12-04,0.97,398859.76,A,Orlando
2019-11-27,1.46,221373.99,A,Orlando
2019-11-20,1.46,239374.44,A,Orlando
2019-11-13,1.4,250639.48,A,Orlando
2019-11-06,1.47,236696.6,A,Orlando
2019-10-30,1.54,223224.74,A,Orlando
2019-10-23,1.52,236500.42,A,Orlando
2019-10-16,1.23,311363.97,A,Orlando
2019-10-09,1.44,267399.38,A,Orlando
2019-10-02,1.45,301939.19,A,Orlando
2019-09-25,1.4,302808.91,A,Orlando
2019-09-18,1.16,319543.98,A,Orlando
2019-09-11,1.18,312266.53,A,Orlando
2019-09-04,0.97,477301.28,A,Orlando
2019-08-28,1.18,326913.34,A,Orlando
2019-08-21,1.19,347563.11,A,Orlando
2019-08-14,1.14,416694.11,A,Orlando
2019-08-07,1.23,327167.52,A,Orlando
2019-07-31,1.24,320002.63,A,Orlando
2019-07-24,1.22,336366.84,A,Orlando
2019-07-17,1.17,348318.4,A,Orlando
2019-07-10,1.17,341532.31,A,Orlando
2019-07-03,0.93,553640.36,A,Orlando
2019-06-26,1.18,333568.95,A,Orlando
2019-06-19,0.97,454278.32,A,Orlando
2019-06-12,1.24,293811.97,A,Orlando
2019-06-05,0.97,448117.51,A,Orlando
2019-05-29,0.95,481068.52,A,Orlando
2019-05-22,1.17,312532.64,A,Orlando
2019-05-15,0.83,512839.94,A,Orlando
2019-05-08,0.95,432737.31,A,Orlando
2019-05-01,0.76,667818.16,A,Orlando
2019-04-24,0.83,533830.62,A,Orlando
2019-04-17,1.06,347880.73,A,Orlando
2019-04-10,0.83,517277.53,A,Orlando
2019-04-03,1.05,349121.77,A,Orlando
2019-03-27,1.06,311571.85,A,Orlando
2019-03-20,1.09,291755.18,A,Orlando
2019-03-13,0.84,479956.1,A,Orlando
2019-03-06,1.08,291732.26,A,Orlando
2019-02-28,0.82,496972.61,A,Orlando
2019-02-21,1.05,296932.11,A,Orlando
2019-02-14,0.96,312270.64,A,Orlando
2019-02-07,0.58,696369.34,A,Orlando
2019-01-31,1.03,329626.92,A,Orlando
2019-01-24,0.93,399751.64,A,Orlando
2019-01-17,1.19,248039.16,A,Orlando
2019-01-10,0.96,413413.58,A,Orlando
2019-01-03,1.11,308711.73,A,Orlando
2019-12-25,1.43,329493.55,A,Philadelphia
2019-12-18,1.38,336267.19,A,Philadelphia
2019-12-11,1.37,356716.07,A,Philadelphia
2019-12-04,1.54,301329.5,A,Philadelphia
2019-11-27,1.57,279131.45,A,Philadelphia
2019-11-20,1.57,328557.17,A,Philadelphia
2019-11-13,1.72,293852.55,A,Philadelphia
2019-11-06,1.86,269770.44,A,Philadelphia
2019-10-30,1.83,254423.1,A,Philadelphia
2019-10-23,1.89,293380.24,A,Philadelphia
2019-10-16,1.74,335408.43,A,Philadelphia
2019-10-09,1.71,355667.75,A,Philadelphia
2019-10-02,1.61,366233.17,A,Philadelphia
2019-09-25,1.54,366205.45,A,Philadelphia
2019-09-18,1.41,403065.41,A,Philadelphia
2019-09-11,1.24,499659.75,A,Philadelphia
2019-09-04,1.3,488463.75,A,Philadelphia
2019-08-28,1.49,418742.8,A,Philadelphia
2019-08-21,1.45,408490.7,A,Philadelphia
2019-08-14,1.43,415099.81,A,Philadelphia
2019-08-07,1.45,411252.23,A,Philadelphia
2019-07-31,1.57,376353.23,A,Philadelphia
2019-07-24,1.56,389534.59,A,Philadelphia
2019-07-17,1.52,392041.56,A,Philadelphia
2019-07-10,1.47,420054.95,A,Philadelphia
2019-07-03,1.47,427325.17,A,Philadelphia
2019-06-26,1.24,478874.92,A,Philadelphia
2019-06-19,1.46,421529.12,A,Philadelphia
2019-06-12,1.44,426671.94,A,Philadelphia
2019-06-05,1.44,450346.65,A,Philadelphia
2019-05-29,1.18,484287.12,A,Philadelphia
2019-05-22,1.2,459980.05,A,Philadelphia
2019-05-15,1.22,474934.47,A,Philadelphia
2019-05-08,0.91,698601.84,A,Philadelphia
2019-05-01,1.21,478384.72,A,Philadelphia
2019-04-24,1.17,504960.76,A,Philadelphia
2019-04-17,1.17,366448.78,A,Philadelphia
2019-04-10,1.17,346080.71,A,Philadelphia
2019-04-03,1.28,370753.84,A,Philadelphia
2019-03-27,1.29,417870.83,A,Philadelphia
2019-03-20,1.05,543578.3,A,Philadelphia
2019-03-13,1.1,533501.85,A,Philadelphia
2019-03-06,1.33,417688.74,A,Philadelphia
2019-02-28,1.27,419881.8,A,Philadelphia
2019-02-21,1.26,409152.46,A,Philadelphia
2019-02-14,1.19,445228.64,A,Philadelphia
2019-02-07,0.96,675832.78,A,Philadelphia
2019-01-31,1.04,469689.07,A,Philadelphia
2019-01-24,1.34,448784.3,A,Philadelphia
2019-01-17,1.14,492565.69,A,Philadelphia
2019-01-10,1.23,413224.5,A,Philadelphia
2019-01-03,1.19,421093.02,A,Philadelphia
2019-12-25,0.64,1108953.48,A,PhoenixTucson
2019-12-18,0.56,1236204.18,A,PhoenixTucson
2019-12-11,0.67,1056806.44,A,PhoenixTucson
2019-12-04,0.63,1164027.22,A,PhoenixTucson
2019-11-27,0.72,907516.28,A,PhoenixTucson
2019-11-20,0.7,1226126.36,A,PhoenixTucson
2019-11-13,0.94,911367.38,A,PhoenixTucson
2019-11-06,1,734433.2,A,PhoenixTucson
2019-10-30,1.11,644652.47,A,PhoenixTucson
2019-10-23,1.02,699711.07,A,PhoenixTucson
2019-10-16,1.03,831120.57,A,PhoenixTucson
2019-10-09,0.99,885661.32,A,PhoenixTucson
2019-10-02,1.03,815711.64,A,PhoenixTucson
2019-09-25,1.04,811939.65,A,PhoenixTucson
2019-09-18,1,826738.9,A,PhoenixTucson
2019-09-11,0.88,961997.61,A,PhoenixTucson
2019-09-04,0.64,1455770.91,A,PhoenixTucson
2019-08-28,0.79,1024799.73,A,PhoenixTucson
2019-08-21,0.58,1459911.33,A,PhoenixTucson
2019-08-14,0.69,1325974.87,A,PhoenixTucson
2019-08-07,0.64,1522368.93,A,PhoenixTucson
2019-07-31,1,851296.1,A,PhoenixTucson
2019-07-24,0.94,922526.29,A,PhoenixTucson
2019-07-17,0.92,864516.85,A,PhoenixTucson
2019-07-10,0.89,995347.5,A,PhoenixTucson
2019-07-03,0.77,1069905.64,A,PhoenixTucson
2019-06-26,0.6,1360168.72,A,PhoenixTucson
2019-06-19,0.62,1348891.94,A,PhoenixTucson
2019-06-12,0.81,991221.27,A,PhoenixTucson
2019-06-05,0.67,1197277.61,A,PhoenixTucson
2019-05-29,0.58,1342825.39,A,PhoenixTucson
2019-05-22,0.68,1063411.38,A,PhoenixTucson
2019-05-15,0.55,1318932.22,A,PhoenixTucson
2019-05-08,0.57,1489269.33,A,PhoenixTucson
2019-05-01,0.62,1178000.01,A,PhoenixTucson
2019-04-24,0.54,1352494.83,A,PhoenixTucson
2019-04-17,0.61,1166007.02,A,PhoenixTucson
2019-04-10,0.56,1387970,A,PhoenixTucson
2019-04-03,0.61,1091234.04,A,PhoenixTucson
2019-03-27,0.54,1423939.62,A,PhoenixTucson
2019-03-20,0.56,1339528.26,A,PhoenixTucson
2019-03-13,0.64,1103110.33,A,PhoenixTucson
2019-03-06,0.51,1442973.47,A,PhoenixTucson
2019-02-28,0.57,1290021.19,A,PhoenixTucson
2019-02-21,0.67,1098967.88,A,PhoenixTucson
2019-02-14,0.61,1209857.67,A,PhoenixTucson
2019-02-07,0.55,1609195.36,A,PhoenixTucson
2019-01-31,0.64,1113755.21,A,PhoenixTucson
2019-01-24,0.61,1016720.53,A,PhoenixTucson
2019-01-17,0.71,1069974.38,A,PhoenixTucson
2019-01-10,0.59,1276128.92,A,PhoenixTucson
2019-01-03,0.62,1092066.65,A,PhoenixTucson
2019-12-25,1.26,80688.76,A,Pittsburgh
2019-12-18,1.02,123555.7,A,Pittsburgh
2019-12-11,1.21,84144.99,A,Pittsburgh
2019-12-04,1.27,80731.39,A,Pittsburgh
2019-11-27,1.27,67448.86,A,Pittsburgh
2019-11-20,1.27,85227.73,A,Pittsburgh
2019-11-13,1.26,86306.22,A,Pittsburgh
2019-11-06,1.25,92657.44,A,Pittsburgh
2019-10-30,1.25,86820.55,A,Pittsburgh
2019-10-23,1.3,90368.85,A,Pittsburgh
2019-10-16,1.27,87503.46,A,Pittsburgh
2019-10-09,1.29,89506.29,A,Pittsburgh
2019-10-02,1.3,92483.87,A,Pittsburgh
2019-09-25,1.01,165178.31,A,Pittsburgh
2019-09-18,1.27,91298.63,A,Pittsburgh
2019-09-11,1.33,80206.95,A,Pittsburgh
2019-09-04,1.23,93887.78,A,Pittsburgh
2019-08-28,1.4,89247.85,A,Pittsburgh
2019-08-21,1.42,89949.42,A,Pittsburgh
2019-08-14,1.42,93415.78,A,Pittsburgh
2019-08-07,1.37,97959.55,A,Pittsburgh
2019-07-31,1.42,94553.4,A,Pittsburgh
2019-07-24,1.35,104420.57,A,Pittsburgh
2019-07-17,1.25,113655.96,A,Pittsburgh
2019-07-10,1.29,111914.65,A,Pittsburgh
2019-07-03,1.36,128114.61,A,Pittsburgh
2019-06-26,1.39,110772.26,A,Pittsburgh
2019-06-19,1.42,104127.89,A,Pittsburgh
2019-06-12,1.41,102412.83,A,Pittsburgh
2019-06-05,1.38,111137.97,A,Pittsburgh
2019-05-29,1.4,117486.96,A,Pittsburgh
2019-05-22,1.17,113857.64,A,Pittsburgh
2019-05-15,0.87,165733.74,A,Pittsburgh
2019-05-08,0.89,144813.19,A,Pittsburgh
2019-05-01,0.92,169483.29,A,Pittsburgh
2019-04-24,1.02,109421.34,A,Pittsburgh
2019-04-17,1.17,107271.68,A,Pittsburgh
2019-04-10,1.18,102684.74,A,Pittsburgh
2019-04-03,1.26,87991.76,A,Pittsburgh
2019-03-27,1.15,93607.68,A,Pittsburgh
2019-03-20,1.17,87881.33,A,Pittsburgh
2019-03-13,1.17,91112.78,A,Pittsburgh
2019-03-06,1.18,99548.51,A,Pittsburgh
2019-02-28,1.21,96483.82,A,Pittsburgh
2019-02-21,1.23,84755.36,A,Pittsburgh
2019-02-14,1.14,87228.1,A,Pittsburgh
2019-02-07,1.18,105805.21,A,Pittsburgh
2019-01-31,1.22,88551.72,A,Pittsburgh
2019-01-24,1.2,96487.8,A,Pittsburgh
2019-01-17,1.22,94971.15,A,Pittsburgh
2019-01-10,1.23,110155.55,A,Pittsburgh
2019-01-03,1.27,90521.74,A,Pittsburgh
2019-12-25,1.09,1449394.65,A,Plains
2019-12-18,1.06,1426470.94,A,Plains
2019-12-11,1.08,1468901.87,A,Plains
2019-12-04,1.09,1676509.02,A,Plains
2019-11-27,1.35,1131932.27,A,Plains
2019-11-20,1.49,1126964.32,A,Plains
2019-11-13,1.57,1187396.84,A,Plains
2019-11-06,1.55,1281023.69,A,Plains
2019-10-30,1.54,1058938.09,A,Plains
2019-10-23,1.53,1179301.18,A,Plains
2019-10-16,1.49,1252399.56,A,Plains
2019-10-09,1.41,1360541.39,A,Plains
2019-10-02,1.37,1352081.51,A,Plains
2019-09-25,1.35,1419113.4,A,Plains
2019-09-18,1.24,1641724.15,A,Plains
2019-09-11,1.18,1697761.29,A,Plains
2019-09-04,1.1,1933628.13,A,Plains
2019-08-28,1.22,1693969.47,A,Plains
2019-08-21,1.21,1693418.62,A,Plains
2019-08-14,1.12,1873446.99,A,Plains
2019-08-07,1.17,1979362.94,A,Plains
2019-07-31,1.25,1716384.76,A,Plains
2019-07-24,1.22,1807152.43,A,Plains
2019-07-17,1.15,1865426.77,A,Plains
2019-07-10,1.09,2028847.18,A,Plains
2019-07-03,1.05,2259572.01,A,Plains
2019-06-26,1.03,2101835.6,A,Plains
2019-06-19,0.87,2559002.86,A,Plains
2019-06-12,1.04,2104834.28,A,Plains
2019-06-05,0.93,2330438.23,A,Plains
2019-05-29,0.9,2265037.77,A,Plains
2019-05-22,0.94,2248726.67,A,Plains
2019-05-15,0.95,2100440.16,A,Plains
2019-05-08,0.86,2664926.82,A,Plains
2019-05-01,0.97,2093998.59,A,Plains
2019-04-24,0.95,2088524.46,A,Plains
2019-04-17,0.95,2114990.64,A,Plains
2019-04-10,1,1872378.56,A,Plains
2019-04-03,1.04,1769050.34,A,Plains
2019-03-27,1.07,1740836.89,A,Plains
2019-03-20,0.95,1938247.08,A,Plains
2019-03-13,0.91,2095165.01,A,Plains
2019-03-06,1.06,1734414.9,A,Plains
2019-02-28,1.07,1647189.23,A,Plains
2019-02-21,1.03,1672884.28,A,Plains
2019-02-14,0.97,1790822.72,A,Plains
2019-02-07,0.83,2838853.24,A,Plains
2019-01-31,1.05,1851372.18,A,Plains
2019-01-24,1.16,1261352.88,A,Plains
2019-01-17,1.12,1495176.98,A,Plains
2019-01-10,1.08,1670524.63,A,Plains
